Date,Open,High,Low,Close,Adj Close,Volume
2008-12-30,78.616669,82.483330,78.616669,82.483330,62.370995,16800
2008-12-31,82.116669,87.333336,79.766670,86.566666,65.458656,9480
2009-01-02,89.183334,100.583336,88.566666,99.550003,75.276207,12720
2009-01-05,101.599998,105.033333,96.400002,102.599998,77.582512,19920
2009-01-06,107.949997,111.883331,105.766670,110.216667,83.341988,44100
2009-01-07,100.683334,100.683334,90.133331,91.266670,69.012650,46560
2009-01-08,88.283333,92.633331,84.633331,90.683334,68.571548,31020
2009-01-09,88.633331,89.416664,82.033333,84.849998,64.160591,20640
2009-01-12,82.133331,82.133331,71.699997,72.633331,54.922779,45960
2009-01-13,72.416664,77.550003,71.533333,74.033333,55.981411,37620
2009-01-14,71.083336,71.083336,62.000000,63.533333,48.041679,42060
2009-01-15,64.766670,68.183334,57.166668,65.699997,49.680027,45000
2009-01-16,72.500000,72.500000,62.883331,68.400002,51.721691,119460
2009-01-20,63.349998,63.349998,53.366669,55.799999,42.193993,95100
2009-01-21,55.866669,61.900002,53.333332,61.900002,46.806606,84240
2009-01-22,50.549999,58.750000,50.000000,56.150002,42.458660,56340
2009-01-23,50.883331,59.299999,50.000000,58.333332,44.109631,27000
2009-01-26,60.116669,63.666668,58.333332,59.683334,45.130444,50880
2009-01-27,62.549999,64.150002,60.316666,62.083332,46.945244,15780
2009-01-28,68.949997,73.266670,67.816666,72.216667,54.607708,101700
2009-01-29,64.800003,69.366669,61.450001,62.500000,47.260315,87300
2009-01-30,61.483334,66.166664,59.483334,60.083332,45.432911,90900
2009-02-02,58.333332,60.033333,56.000000,59.000000,44.613731,19560
2009-02-03,60.250000,64.233330,58.750000,63.683334,48.155098,29880
2009-02-04,65.816666,69.550003,64.166664,65.500000,49.528797,57780
2009-02-05,66.150002,71.733330,62.733334,69.933334,52.881142,88320
2009-02-06,73.483330,81.516670,72.516670,80.233330,60.669621,125100
2009-02-09,80.583336,82.449997,77.550003,79.316666,59.976490,70920
2009-02-10,77.400002,79.583336,65.466667,67.216667,50.826889,113940
2009-02-11,70.633331,72.750000,66.416664,70.050003,52.969353,41160
2009-02-12,65.849998,69.933334,62.833332,69.616669,52.641682,101400
2009-02-13,70.300003,71.783333,68.183334,70.333336,53.183613,48780
2009-02-17,64.166664,64.166664,54.650002,54.650002,41.324406,127020
2009-02-18,57.183334,57.183334,53.016666,55.333332,41.841118,43320
2009-02-19,58.383331,59.466667,53.750000,54.316666,41.072365,72360
2009-02-20,49.316666,52.416668,47.816666,50.200001,37.959476,54960
2009-02-23,54.549999,54.549999,45.666668,45.666668,34.531528,52800
2009-02-24,47.450001,53.633331,46.349998,53.533333,40.480019,102060
2009-02-25,51.866669,53.633331,47.916668,50.599998,38.261944,78120
2009-02-26,52.750000,54.450001,49.133331,49.666668,37.556194,81300
2009-02-27,46.650002,50.150002,45.799999,50.000000,37.808243,25800
2009-03-02,43.516666,45.333332,38.483334,38.683334,29.250980,122880
2009-03-03,41.666668,44.616669,30.000000,40.833332,30.876736,106320
2009-03-04,46.233334,50.200001,45.400002,48.666668,36.800034,160500
2009-03-05,44.366669,46.200001,42.533333,43.966667,33.246048,105000
2009-03-06,45.883331,47.533333,41.666668,45.233334,34.203861,144000
2009-03-09,43.533333,46.433334,42.016666,42.616669,32.225227,119460
2009-03-10,47.466667,52.700001,47.383331,52.500000,39.698658,183000
2009-03-11,54.183334,55.016666,50.400002,52.700001,39.849903,275760
2009-03-12,51.666668,58.916668,51.450001,58.183334,43.996193,172920
2009-03-13,59.783333,60.450001,56.666668,59.150002,44.727158,148920
2009-03-16,61.933334,64.416664,59.366669,59.416668,44.928799,162000
2009-03-17,59.316666,63.516666,57.783333,63.516666,48.029079,66480
2009-03-18,62.500000,68.500000,58.799999,66.966667,50.637836,212580
2009-03-19,70.033333,70.333336,65.333336,66.716667,50.448784,106140
2009-03-20,66.533333,66.849998,62.433334,62.933334,47.587978,72060
2009-03-23,72.900002,80.349998,70.716667,80.349998,60.757854,270480
2009-03-24,74.533333,77.516670,72.933334,73.833336,55.846397,150480
2009-03-25,75.099998,79.849998,71.583336,76.383331,57.775158,199920
2009-03-26,81.016670,84.316666,78.550003,82.866669,62.679058,168660
2009-03-27,77.800003,77.800003,73.599998,75.033333,56.754047,152460
2009-03-30,65.916664,65.916664,61.650002,62.616669,47.362286,208560
2009-03-31,68.750000,70.283333,66.433334,67.333336,50.929893,109560
2009-04-01,67.000000,75.283333,66.333336,74.383331,56.262398,189240
2009-04-02,83.449997,89.599998,82.416664,86.233330,65.225555,329880
2009-04-03,85.066666,89.983330,83.566666,89.116669,67.406448,128040
2009-04-06,86.666664,87.616669,81.666664,85.833336,64.923004,94620
2009-04-07,81.683334,83.466667,79.616669,80.016670,60.523376,81660
2009-04-08,82.500000,85.333336,80.366669,83.083336,62.842937,85560
2009-04-09,92.199997,94.750000,91.333336,94.750000,71.667435,172740
2009-04-13,94.266670,98.983330,92.083336,97.916664,74.062660,98580
2009-04-14,96.199997,98.316666,91.683334,92.333336,69.839516,118980
2009-04-15,92.683334,95.366669,91.083336,95.066666,71.906960,76140
2009-04-16,97.333336,100.066666,93.716667,97.550003,73.785316,91740
2009-04-17,98.083336,98.316666,94.633331,96.449997,72.953300,79200
2009-04-20,88.616669,88.650002,81.699997,81.699997,61.796608,163680
2009-04-21,81.383331,88.083336,79.800003,87.166664,65.931519,136680
2009-04-22,83.616669,90.449997,83.333336,84.583336,63.977531,174900
2009-04-23,88.599998,89.733330,85.516670,89.333336,67.570335,93540
2009-04-24,93.550003,95.750000,92.183334,93.500000,70.721970,153900
2009-04-27,86.566666,89.750000,83.900002,85.333336,64.544807,155160
2009-04-28,80.383331,86.583336,80.116669,83.866669,63.435448,116880
2009-04-29,91.300003,100.166664,90.666664,97.083336,73.432335,232560
2009-04-30,103.966667,104.849998,98.616669,100.483330,76.004036,213900
2009-05-01,101.483330,107.566666,99.966667,105.183334,79.559067,111780
2009-05-04,114.849998,127.800003,113.699997,127.800003,96.665962,310680
2009-05-05,124.800003,124.800003,118.783333,123.566666,93.463913,202080
2009-05-06,129.066666,132.383331,124.166664,129.250000,97.762695,254520
2009-05-07,134.899994,134.899994,116.449997,119.349998,90.274483,265860
2009-05-08,127.866669,131.833328,123.416664,131.033340,99.111610,221820
2009-05-11,124.449997,126.016670,119.349998,122.500000,92.657104,199080
2009-05-12,128.333328,128.949997,119.166664,124.250000,93.980804,163020
2009-05-13,115.766670,116.800003,108.699997,108.933334,82.395493,189840
2009-05-14,107.699997,116.966667,107.500000,113.883331,86.139595,137580
2009-05-15,115.550003,118.316666,109.666664,111.800003,84.563797,122640
2009-05-18,123.333336,132.216660,122.133331,130.899994,99.010704,259680
2009-05-19,132.883331,140.000000,131.366669,135.199997,102.263191,273720
2009-05-20,140.500000,145.500000,134.750000,136.350006,103.133057,236460
2009-05-21,129.050003,131.750000,123.716667,128.333328,97.069344,207780
2009-05-22,129.683334,134.583328,128.333328,131.783340,99.678864,119520
2009-05-26,124.800003,136.083328,121.866669,135.833328,102.742210,200100
2009-05-27,139.416672,142.399994,131.083328,132.399994,100.145309,205140
2009-05-28,139.416672,144.050003,134.216660,143.083328,108.225998,254640
2009-05-29,150.133331,151.666672,145.066666,149.166672,112.827377,249000
2009-06-01,163.533340,171.850006,161.183334,169.166672,127.955063,307680
2009-06-02,163.800003,165.783340,158.766663,161.816666,122.395653,288780
2009-06-03,155.716660,155.716660,137.783340,143.733337,108.717682,421140
2009-06-04,147.116669,153.133331,144.383331,152.583328,115.411690,359880
